1,
-14,22,5,-12,8,-10,-17,10,
-2,10,1,-2,3,10,18,26,
1,9,-2,-1,-4,-9,-4,-8,
9,
-5,-8,79,22,7,-4,4,8,
-3,6,68,-9,-3,-4,3,13,
4,4,92,10,1,2,-3,3,
3,2,79,18,4,-4,0,4,
-1,3,81,27,-1,4,10,13,
0,0,85,31,0,0,12,10,
0,-4,89,21,-12,-6,14,21,
14,7,90,25,-11,-8,0,13,
5,-4,83,25,-22,-12,5,19,
11,8,92,31,-16,-11,3,12,
4,-3,85,21,-1,-2,2,1,
0,-1,87,28,-8,-5,12,11,
6,3,78,35,0,9,6,6,
4,0,81,35,-4,5,11,16,
12,-2,66,-1,3,6,3,2,
3,8,89,32,-3,3,7,11,
7,
-10,-7,20,-5,5,18,-2,6,
6,7,19,-1,-2,13,-2,-5,
-1,0,21,6,-2,6,2,14,
3,-7,28,14,0,11,1,-9,
-12,22,58,4,-16,7,-9,10,
-7,-4,17,-5,-3,9,-8,5,
1,4,54,-13,-18,11,1,-12,
-9,-3,77,-6,-21,2,5,-16,
-15,12,6,49,40,9,-7,13,
-6,-10,1,17,11,8,-18,-8,
8,-9,-10,12,13,23,21,12,
3,4,-15,23,16,12,10,9,
10,-3,8,32,-2,5,-1,-4,
7,-3,-8,16,23,37,10,-4,
-1,-8,5,19,5,17,-3,6,
-5,-15,-9,18,3,-3,-17,9,
0,
3,-3,5,-9,6,13,61,11,
5,11,-4,4,-3,26,59,12,
3,7,-9,8,-9,31,50,10,
8,1,-12,11,-12,28,55,11,
7,-5,-6,6,-7,24,50,9,
18,-13,-1,-5,1,17,51,14,
-8,3,-9,7,-7,29,67,4,
12,-1,-11,-3,-6,33,75,6,
12,-1,-8,-2,3,7,-42,13,
16,-1,-1,15,-10,9,-14,5,
12,18,-6,12,0,-1,-4,-3,
0,-4,-2,21,9,21,-28,-7,
3,4,-24,6,-10,15,-27,4,
13,7,-7,7,-12,13,-27,-3,
15,-22,5,-9,7,7,25,40,
14,12,11,6,-3,-5,33,36,
8,
1,2,-48,11,-5,-5,-12,11,
-1,0,-58,12,6,-9,-9,8,
-13,2,-58,8,13,4,-5,12,
2,-5,-29,11,9,3,-8,11,
-1,-5,-42,21,16,1,-13,10,
-9,-8,-47,17,21,-2,-12,10,
-2,1,-23,17,16,-5,-5,4,
-3,-4,-41,4,9,-9,-6,14,
-9,-14,-27,8,9,-14,-13,21,
-4,-5,-9,31,26,-4,-12,24,
-5,-10,50,31,16,5,-24,-3,
-4,-6,50,19,25,13,-15,3,
2,-18,35,20,24,-2,-14,0,
-13,-9,20,9,6,-13,-19,9,
-6,-8,46,37,20,-9,-11,13,
-3,-12,44,18,19,-16,-17,10,
5,
56,29,12,13,-3,-17,4,2,
0,64,28,37,18,-12,-13,4,
2,61,14,23,2,-13,-6,5,
-12,61,9,37,12,-17,0,10,
-15,66,4,23,-2,-19,0,-7,
-14,55,4,23,2,7,5,-9,
-2,27,8,2,4,4,8,2,
9,26,12,2,17,-3,-8,-22,
15,14,23,9,1,6,0,-5,
3,60,-8,21,-4,4,5,-11,
1,41,4,-19,28,-2,-9,21,
-13,11,4,2,-5,11,18,17,
7,34,8,7,-1,10,-16,12,
0,49,36,-13,11,17,-21,21,
18,54,48,-15,12,1,-19,7,
17,74,39,20,12,-4,-7,6,
2,
27,-44,-22,-6,1,-3,-8,-1,
36,-32,3,-2,5,1,7,5,
45,-21,3,-14,16,-10,-23,5,
41,-18,12,-22,3,-6,-25,-6,
36,-13,10,-26,-12,-6,-9,-11,
37,-15,-2,-4,-4,-23,-16,14,
39,-15,18,-11,-11,-5,-11,-5,
31,-39,13,-14,8,-5,-28,-8,
44,-18,11,-22,-2,-3,-15,11,
40,-17,17,-32,-1,10,-9,-17,
39,-35,17,-15,-2,1,-13,-10,
33,-31,24,-8,-4,-9,-27,0,
35,-25,3,4,-5,-10,3,-5,
43,-33,9,-10,14,10,-10,4,
44,-39,4,-5,3,15,-2,-7,
27,-34,4,6,4,17,-2,-2,
5,
45,28,10,2,-11,-12,1,7,
59,36,9,-6,-11,-5,5,11,
68,41,1,-9,-8,3,6,2,
62,35,7,-3,-14,-3,7,-6,
66,33,-3,-13,-8,-3,2,-5,
62,31,7,-13,-9,-1,4,-10,
57,38,3,-4,-10,-2,3,-1,
60,32,4,-12,-8,2,5,-1,
65,36,-7,-3,-13,-5,9,3,
82,26,-6,-11,-8,-5,8,0,
65,17,-10,1,-2,7,3,-6,
62,22,-14,-14,-10,-2,0,-11,
71,24,-13,-14,-5,-9,-4,-4,
59,10,-14,-17,-14,-14,-2,-5,
61,20,-13,-21,-5,-7,1,-8,
52,13,-7,-4,-3,-4,3,-13,
6,
31,20,11,-8,10,2,-9,10,
41,46,11,2,3,-17,-8,-12,
40,36,5,-4,-15,-24,-8,-21,
41,44,1,-7,-6,-16,2,-20,
37,22,2,7,-7,-20,-10,-12,
42,17,10,-14,-11,-8,-10,-10,
43,21,3,-18,-6,-6,-8,-15,
45,6,6,-14,-15,-3,-2,-18,
50,6,-2,-8,-13,-2,3,-14,
48,-10,-8,6,-19,0,5,-11,
55,-11,-6,5,-15,-5,11,-7,
46,-10,-1,7,-6,4,7,-1,
44,-7,-6,10,3,-4,9,-1,
41,-3,1,15,4,-1,0,-5,
35,-4,4,18,-2,-8,11,9,
40,15,-1,8,7,-3,-3,13,
7,
-38,25,-21,8,-3,1,2,-5,
-47,18,-8,7,-9,-6,2,-6,
-43,24,-12,5,-6,15,-4,-3,
-48,22,-15,6,0,8,-6,0,
-31,14,-2,5,-12,-9,-6,1,
32,51,9,3,-1,-5,-5,-3,
34,57,5,9,1,-15,-15,-6,
31,66,10,0,-17,-13,-21,-13,
17,52,5,3,-15,-12,-15,-8,
25,54,7,7,-11,-13,-19,-6,
13,57,9,2,-19,-11,-21,-17,
16,53,2,0,-18,-12,-18,-10,
24,47,10,-3,-9,-15,-6,-14,
36,48,15,-5,-15,-14,-12,-10,
31,44,0,1,-8,-14,-10,-12,
27,39,0,-3,-3,-16,-16,-15,
8,
26,-23,-1,-9,-11,0,-7,0,
23,-26,-4,-10,-14,-5,-11,-3,
68,-22,-20,9,4,0,12,8,
42,-18,5,19,-9,-6,-3,-1,
44,-19,-8,21,0,2,-3,9,
28,-25,-7,14,0,8,5,-2,
24,-11,4,15,4,-2,0,7,
25,-25,8,18,-11,18,19,-11,
44,-25,-4,18,-7,12,11,-6,
28,-14,14,2,-12,15,11,-12,
30,-28,14,19,-8,-5,13,-1,
30,-35,4,22,-1,2,13,-11,
27,-40,-9,29,11,8,-7,-13,
36,-36,11,29,5,7,9,-7,
31,-23,10,23,-6,5,3,-1,
30,-29,12,29,0,0,9,-2,
9,
-44,19,1,-8,-4,-5,2,-1,
25,48,21,-2,1,-6,-19,-5,
48,46,24,-1,-5,1,-12,-4,
52,31,22,5,-4,4,-8,-7,
41,33,37,2,-5,18,-11,-4,
44,26,28,-5,-19,19,7,-8,
48,16,12,1,-23,13,12,-1,
41,4,4,18,1,16,19,5,
60,-2,-7,29,-10,-5,2,-3,
66,-2,-11,14,-1,-6,-5,5,
65,-12,-2,18,1,-4,9,7,
68,-6,-15,10,0,7,5,10,
63,-7,-10,15,-1,2,0,5,
60,-10,-7,20,-1,3,11,4,
59,-8,-8,14,15,12,5,3,
57,0,-16,0,1,-3,-1,4,
0,
35,36,32,11,-2,10,-7,-11,
36,34,29,11,-6,12,-8,-13,
11,57,22,-18,-12,0,-18,-1,
14,48,21,2,1,-5,-7,-10,
4,47,20,10,13,-2,-6,-14,
2,60,14,-6,-3,-9,-13,-11,
7,62,4,-12,-2,-18,-9,2,
12,55,9,-12,6,-8,-13,-1,
9,73,5,0,2,-19,-9,2,
13,77,6,10,2,-22,-7,-1,
23,60,-5,8,7,-6,3,8,
18,49,-4,6,1,5,0,3,
21,69,10,12,1,-12,-3,-1,
34,64,2,11,6,-17,-5,-7,
36,41,8,0,-11,-12,-7,-3,
43,27,9,7,-1,-11,-3,-5,
2,
46,-16,-12,4,9,-1,-4,-2,
53,-34,-21,6,6,-9,-1,-3,
46,-29,-13,-5,-1,-16,2,7,
42,-34,-7,-9,3,-21,-9,-7,
38,-23,-9,-17,-4,-18,-9,-4,
34,-14,14,-20,2,0,-1,-18,
44,-23,18,-5,6,-9,-6,-4,
43,-31,9,-12,9,-5,-3,3,
37,-26,11,-15,2,-1,-1,6,
36,-25,20,-6,2,-10,-5,9,
31,-39,18,2,13,10,-11,3,
41,-27,11,-3,10,12,-8,0,
51,-23,20,-3,2,4,3,12,
46,-16,18,9,14,11,-5,3,
39,-3,18,18,8,22,10,0,
29,4,29,17,10,13,4,-4,
