1,
75,-9,-19,1,-2,0,3,22,
79,-15,-27,8,-1,-3,6,13,
70,-21,-31,-1,-2,-8,4,13,
80,-15,-30,-5,8,-10,-4,17,
66,-19,-34,-6,3,-10,-1,-1,
58,-22,-19,0,9,-4,-3,-6,
51,-14,-26,-10,3,-3,-8,-1,
0,
34,29,15,4,4,-1,-5,-9,
34,38,9,7,1,1,-6,-4,
47,31,19,1,-4,-4,-11,0,
54,54,25,-13,-14,-1,2,-4,
49,50,22,15,-15,-13,-1,2,
53,41,25,13,-13,1,2,6,
55,52,25,2,-9,-8,-7,11,
55,60,22,8,-16,-9,-5,7,
46,57,28,2,-12,-6,-1,3,
40,57,15,7,-7,-1,-4,6,
32,48,15,15,-8,-1,-1,-12,
46,36,3,7,-11,-6,-5,-6,
27,46,12,0,-17,-3,-7,-12,
34,34,10,3,-17,-16,1,-2,
36,18,18,1,-7,-5,-2,0,
27,21,22,16,2,3,3,6,
